10372,POS消费,地点27,教务处,2013/09/01 10:47:18,9.0,46.51
10372,POS消费,地点1673,淋浴,2014/05/11 22:47:48,0.7,74.35
10372,POS消费,地点21,开水,2014/05/12 08:19:47,2.2,72.15
10372,POS消费,地点21,开水,2014/05/12 10:12:46,1.0,67.12
10372,POS消费,地点21,开水,2014/05/12 10:13:06,1.2,65.92
10372,POS消费,地点21,开水,2014/05/12 10:13:27,4.03,68.12
10372,POS消费,地点21,开水,2014/05/12 10:15:35,6.2,59.72
10372,POS消费,地点21,开水,2014/05/12 14:21:29,3.0,56.72
10372,POS消费,地点232,食堂,2014/05/12 18:01:38,7.0,49.72
10372,POS消费,地点21,开水,2014/05/12 18:02:50,1.8,47.92
10372,POS消费,地点21,开水,2014/05/12 18:10:00,3.0,44.92
10372,POS消费,地点21,开水,2014/05/12 19:14:15,3.0,41.92
10372,POS消费,地点1673,淋浴,2014/05/12 22:27:24,0.5,41.42
10372,POS消费,地点21,开水,2014/05/13 12:22:52,4.6,36.82
10372,POS消费,地点21,开水,2014/05/13 12:23:00,4.0,32.82
10372,POS消费,地点21,开水,2014/05/13 12:23:40,1.8,31.02
10372,POS消费,地点91,校车,2014/05/13 14:19:34,3.0,28.02
10372,POS消费,地点21,开水,2014/05/13 18:06:47,2.6,25.42
10372,POS消费,地点21,开水,2014/05/13 18:07:08,2.0,23.42
10372,POS消费,地点232,食堂,2014/05/13 18:07:36,2.0,21.42
10372,POS消费,地点21,开水,2014/05/13 18:08:33,1.8,19.62
10372,POS消费,地点21,开水,2014/05/13 18:16:22,1.8,17.82
10372,POS消费,地点1673,淋浴,2014/05/14 00:07:43,0.2,17.62
10372,POS消费,地点21,开水,2014/05/14 10:07:34,2.63,14.99
10372,POS消费,地点21,开水,2014/05/14 11:57:16,4.6,10.39
10372,POS消费,地点21,开水,2014/05/14 11:57:23,4.0,6.39
10372,POS消费,地点21,开水,2014/05/14 11:58:38,3.0,3.39
10372,POS消费,地点21,开水,2014/05/14 18:22:42,4.1,99.29
10372,POS消费,地点21,开水,2014/05/14 18:23:06,2.0,97.29
10372,POS消费,地点21,开水,2014/05/14 18:23:52,1.0,94.29
10372,POS消费,地点91,校车,2014/05/14 18:24:17,2.0,95.29
10372,圈存转账,,,2014/05/14 18:24:26,100.0,103.39
10372,POS消费,地点21,开水,2014/05/14 18:31:19,2.8,91.49
10372,POS消费,地点21,开水,2014/05/14 20:42:37,19.4,72.09
10372,POS消费,地点21,开水,2014/05/15 10:02:54,2.63,69.46
10372,POS消费,地点21,开水,2014/05/15 12:01:07,2.6,66.86
10372,POS消费,地点21,开水,2014/05/15 12:02:27,5.0,61.86
10372,POS消费,地点21,开水,2014/05/15 12:04:15,1.0,60.86
10372,POS消费,地点21,开水,2014/05/15 12:12:21,3.9,56.96
10372,POS消费,地点1673,淋浴,2014/05/15 23:16:06,0.5,56.46
10372,POS消费,地点21,开水,2014/05/16 08:15:29,4.03,52.43
10372,POS消费,地点91,校车,2014/05/16 11:28:49,4.1,48.33
10372,POS消费,地点21,开水,2014/05/16 11:29:01,2.0,46.33
10372,POS消费,地点21,开水,2014/05/16 11:29:36,5.0,41.33
10372,POS消费,地点21,开水,2014/05/16 11:30:21,1.8,39.53
10372,POS消费,地点21,开水,2014/05/16 11:42:03,2.73,36.8
10372,POS消费,地点21,开水,2014/05/16 11:42:26,1.2,35.6
10372,POS消费,地点21,开水,2014/05/16 17:52:20,2.6,33.0
10372,POS消费,地点21,开水,2014/05/16 17:52:59,2.0,31.0
10372,POS消费,地点21,开水,2014/05/16 17:53:20,4.0,27.0
10372,POS消费,地点21,开水,2014/05/16 17:55:03,1.0,26.0
10372,POS消费,地点21,开水,2014/05/16 20:31:26,3.2,22.8
10372,POS消费,地点1673,淋浴,2014/05/16 23:29:04,0.2,22.6
10372,POS消费,地点21,开水,2014/05/17 14:46:49,1.0,21.6
10372,POS消费,地点1673,淋浴,2014/05/17 23:33:18,0.4,21.2
10372,POS消费,地点1673,淋浴,2014/05/18 23:43:47,0.4,20.8
10372,POS消费,地点21,开水,2014/05/19 12:17:29,9.0,11.8
10372,POS消费,地点21,开水,2014/05/19 15:23:20,1.5,10.3
10372,POS消费,地点91,校车,2014/05/19 17:52:39,6.9,73.4
10372,POS消费,地点21,开水,2014/05/19 17:52:59,2.0,71.4
10372,POS消费,地点21,开水,2014/05/19 17:53:32,3.5,67.9
10372,圈存转账,,,2014/05/19 17:53:45,70.0,80.3
10372,POS消费,地点21,开水,2014/05/19 17:54:30,2.9,65.0
10372,POS消费,地点21,开水,2014/05/19 20:05:01,4.2,60.8
10372,POS消费,地点1673,淋浴,2014/05/19 22:09:44,0.2,60.6
10372,POS消费,地点21,开水,2014/05/20 10:34:12,2.0,58.6
10372,POS消费,地点21,开水,2014/05/20 12:03:44,9.0,49.6
10372,POS消费,地点21,开水,2014/05/20 12:06:00,2.9,46.7
10372,POS消费,地点91,校车,2014/05/20 18:02:08,8.6,38.1
10372,POS消费,地点21,开水,2014/05/20 18:02:32,7.0,31.1
10372,POS消费,地点21,开水,2014/05/20 18:03:24,2.0,29.1
10372,POS消费,地点21,开水,2014/05/20 18:03:36,0.35,28.75
10372,POS消费,地点21,开水,2014/05/20 18:05:31,1.0,27.75
10372,POS消费,地点1673,淋浴,2014/05/20 20:10:23,0.5,27.25
10372,POS消费,地点21,开水,2014/05/21 10:05:58,1.03,26.22
10372,POS消费,地点21,开水,2014/05/21 10:06:03,2.2,24.02
10372,POS消费,地点21,开水,2014/05/21 12:02:47,3.0,21.02
10372,POS消费,地点21,开水,2014/05/21 16:58:19,2.83,18.19
10372,POS消费,地点21,开水,2014/05/22 09:23:17,4.83,63.36
10372,圈存转账,,,2014/05/22 09:24:46,50.0,68.19
10372,POS消费,地点21,开水,2014/05/22 12:00:30,6.0,57.36
10372,POS消费,地点21,开水,2014/05/22 17:06:12,2.0,55.36
10372,POS消费,地点91,校车,2014/05/22 17:07:23,3.0,52.36
10372,POS消费,地点297,校车,2014/05/22 17:14:56,4.0,48.36
10372,POS消费,地点61,食堂,2014/05/22 18:12:31,4.6,43.76
10372,POS消费,地点21,开水,2014/05/22 18:15:27,2.0,41.76
10372,POS消费,地点253,食堂,2014/05/22 18:16:16,3.5,38.26
10372,POS消费,地点243,食堂,2014/05/22 18:19:09,3.0,35.26
10372,POS消费,地点1673,淋浴,2014/05/22 23:58:48,0.4,34.86
10372,POS消费,地点1673,淋浴,2014/05/23 00:04:44,0.1,34.76
10372,POS消费,地点1673,淋浴,2014/05/23 00:05:22,0.3,34.46
10372,POS消费,地点21,开水,2014/05/23 08:35:05,4.03,30.43
10372,POS消费,地点21,开水,2014/05/23 10:12:28,2.8,27.63
10372,POS消费,地点21,开水,2014/05/23 11:53:55,9.0,18.63
10372,POS消费,地点21,开水,2014/05/23 14:41:44,2.4,16.23
10372,POS消费,地点21,开水,2014/05/23 14:41:49,-2.4,18.63
10372,POS消费,地点21,开水,2014/05/23 14:41:52,2.0,16.63
10372,POS消费,地点21,开水,2014/05/23 17:28:36,2.1,39.53
10372,圈存转账,,,2014/05/23 17:30:01,25.0,41.63
10372,POS消费,地点21,开水,2014/05/23 17:30:22,4.0,35.53
10372,POS消费,地点21,开水,2014/05/23 17:31:50,1.0,34.53
10372,POS消费,地点1673,淋浴,2014/05/24 00:17:21,0.3,34.23
10372,POS消费,地点21,开水,2014/05/24 11:58:14,4.6,29.63
10372,POS消费,地点21,开水,2014/05/24 11:58:31,4.0,25.63
10372,POS消费,地点21,开水,2014/05/24 11:59:24,1.8,23.83
10372,POS消费,地点21,开水,2014/05/24 12:58:01,4.2,19.63
10372,POS消费,地点21,开水,2014/05/24 17:58:39,6.0,13.63
10372,POS消费,地点1673,淋浴,2014/05/24 18:05:52,0.4,13.23
10372,POS消费,地点21,开水,2014/05/25 08:40:51,2.2,11.03
10372,POS消费,地点21,开水,2014/05/25 12:09:13,4.0,34.03
10372,POS消费,地点21,开水,2014/05/25 12:09:17,3.0,38.03
10372,圈存转账,,,2014/05/25 12:09:23,40.0,11.03
10372,圈存转账,,,2014/05/25 12:09:35,30.0,41.03
10372,POS消费,地点21,开水,2014/05/25 17:35:01,3.5,30.53
10372,POS消费,地点232,食堂,2014/05/25 17:35:42,2.0,28.53
10372,POS消费,地点21,开水,2014/05/26 11:58:23,6.0,22.53
10372,POS消费,地点21,开水,2014/05/26 11:58:54,2.5,20.03
10372,POS消费,地点21,开水,2014/05/26 14:37:34,7.0,13.03
10372,POS消费,地点232,食堂,2014/05/26 17:54:02,2.0,6.43
10372,POS消费,地点21,开水,2014/05/26 17:54:23,4.6,8.43
10372,POS消费,地点21,开水,2014/05/26 17:55:47,1.0,5.43
10372,POS消费,地点21,开水,2014/05/26 18:03:12,3.6,1.83
10372,POS消费,地点21,开水,2014/05/27 10:05:42,4.03,4.8
10372,圈存转账,,,2014/05/27 10:06:07,7.0,8.83
10372,POS消费,地点21,开水,2014/05/27 12:13:31,1.83,2.97
10372,POS消费,地点1673,淋浴,2014/05/27 19:21:12,0.5,2.47
10372,POS消费,地点1673,淋浴,2014/05/28 22:21:12,0.5,1.97
10372,圈存转账,,,2014/05/29 16:21:37,100.0,101.97
10372,POS消费,地点21,开水,2014/05/29 16:23:54,13.5,88.47
10372,POS消费,地点21,开水,2014/05/30 08:21:26,4.83,83.64
10372,POS消费,地点248,超市,2014/05/30 10:05:22,3.9,79.74
10372,POS消费,地点21,开水,2014/05/30 11:11:56,5.6,74.14
10372,POS消费,地点91,校车,2014/05/30 11:12:33,2.0,72.14
10372,POS消费,地点91,校车,2014/05/30 11:12:54,2.0,70.14
10372,POS消费,地点232,食堂,2014/05/30 11:13:29,2.0,68.14
10372,POS消费,地点21,开水,2014/05/30 11:14:18,5.0,63.14
10372,POS消费,地点21,开水,2014/05/30 11:14:38,3.5,59.64
10372,POS消费,地点21,开水,2014/05/30 11:16:37,1.8,57.84
10372,POS消费,地点21,开水,2014/05/30 11:23:25,3.6,54.24
10372,POS消费,地点21,开水,2014/05/30 16:23:33,2.4,51.84
10372,POS消费,地点21,开水,2014/05/30 17:56:40,1.8,50.04
10372,POS消费,地点1673,淋浴,2014/05/31 00:21:49,0.4,49.64
10372,POS消费,地点1673,淋浴,2014/06/01 00:24:31,0.2,49.44
10372,POS消费,地点21,开水,2014/06/01 10:57:51,7.5,41.94
10372,POS消费,地点21,开水,2014/06/01 10:58:57,3.0,38.94
10372,POS消费,地点21,开水,2014/06/01 13:00:43,2.7,36.24
10372,POS消费,地点21,开水,2014/06/01 17:01:53,3.5,32.74
10372,POS消费,地点91,校车,2014/06/01 17:03:26,5.7,27.04
10372,POS消费,地点21,开水,2014/06/01 17:04:24,2.8,24.24
10372,POS消费,地点1673,淋浴,2014/06/01 22:57:13,0.4,23.84
10372,POS消费,地点21,开水,2014/06/02 12:09:24,2.6,66.24
10372,POS消费,地点21,开水,2014/06/02 12:09:55,4.0,62.24
10372,圈存转账,,,2014/06/02 12:10:47,45.0,68.84
10372,POS消费,地点91,校车,2014/06/02 12:11:12,5.9,56.34
10372,POS消费,地点21,开水,2014/06/02 12:11:19,3.0,53.34
10372,POS消费,地点21,开水,2014/06/02 12:23:28,9.0,44.34
10372,POS消费,地点21,开水,2014/06/02 12:24:01,3.0,41.34
10372,POS消费,地点1673,淋浴,2014/06/02 12:52:09,0.1,41.24
10372,POS消费,地点1673,淋浴,2014/06/02 12:52:22,0.1,41.14
10372,POS消费,地点1673,淋浴,2014/06/02 17:49:13,0.1,41.04
10372,POS消费,地点21,开水,2014/06/03 11:47:51,6.0,35.04
10372,POS消费,地点21,开水,2014/06/03 11:48:14,4.0,31.04
10372,POS消费,地点21,开水,2014/06/03 14:15:00,4.0,27.04
10372,POS消费,地点21,开水,2014/06/03 18:02:40,3.1,23.94
10372,POS消费,地点21,开水,2014/06/03 18:03:30,2.0,21.94
10372,POS消费,地点21,开水,2014/06/03 18:04:45,1.8,20.14
10372,POS消费,地点21,开水,2014/06/03 18:12:01,1.8,18.34
10372,POS消费,地点1673,淋浴,2014/06/03 23:33:51,0.4,17.94
10372,POS消费,地点21,开水,2014/06/04 10:23:54,2.63,15.31
10372,POS消费,地点21,开水,2014/06/04 11:59:39,4.6,10.71
10372,POS消费,地点21,开水,2014/06/04 12:00:21,4.0,6.71
10372,POS消费,地点21,开水,2014/06/04 12:04:54,1.8,4.91
10372,POS消费,地点232,食堂,2014/06/04 18:07:55,7.0,47.91
10372,POS消费,地点21,开水,2014/06/04 18:08:34,1.0,46.91
10372,圈存转账,,,2014/06/04 18:08:39,50.0,54.91
10372,POS消费,地点21,开水,2014/06/04 18:15:28,3.6,43.31
10372,POS消费,地点1673,淋浴,2014/06/04 23:56:06,0.1,43.21
10372,POS消费,地点1673,淋浴,2014/06/04 23:57:16,0.4,42.81
10372,POS消费,地点21,开水,2014/06/05 10:02:58,2.7,40.11
10372,POS消费,地点21,开水,2014/06/05 10:04:33,1.83,38.28
10372,POS消费,地点21,开水,2014/06/05 12:00:18,5.7,32.58
10372,POS消费,地点21,开水,2014/06/05 16:32:17,2.9,29.68
10372,POS消费,地点91,校车,2014/06/05 16:42:21,10.6,19.08
10372,POS消费,地点12,文印中心,2014/06/05 16:47:49,5.4,13.68
10372,POS消费,地点232,食堂,2014/06/05 16:58:07,0.4,13.28
10372,POS消费,地点21,开水,2014/06/05 20:06:36,2.0,11.28
10372,POS消费,地点1673,淋浴,2014/06/05 22:36:55,0.4,10.88
10372,POS消费,地点21,开水,2014/06/06 08:32:50,2.63,8.25
10372,POS消费,地点21,开水,2014/06/06 08:33:33,2.2,6.05
10372,POS消费,地点1673,淋浴,2014/06/06 23:41:16,0.5,5.55
10372,POS消费,地点21,开水,2014/06/07 12:01:33,3.1,42.45
10372,POS消费,地点21,开水,2014/06/07 12:02:02,1.5,40.95
10372,POS消费,地点232,食堂,2014/06/07 12:02:42,2.0,38.95
10372,POS消费,地点21,开水,2014/06/07 12:03:07,4.0,34.95
10372,圈存转账,,,2014/06/07 12:03:09,40.0,45.55
10372,POS消费,地点21,开水,2014/06/07 12:03:53,3.0,31.95
10372,POS消费,地点21,开水,2014/06/08 08:55:14,1.83,30.12
10372,POS消费,地点21,开水,2014/06/08 12:08:32,2.83,27.29
10372,POS消费,地点21,开水,2014/06/08 12:08:48,2.0,25.29
10372,POS消费,地点21,开水,2014/06/08 12:11:26,6.9,18.39
10372,POS消费,地点21,开水,2014/06/08 18:16:06,8.6,9.79
10372,POS消费,地点232,食堂,2014/06/08 18:18:12,2.5,7.29
10372,POS消费,地点21,开水,2014/06/08 18:19:20,1.8,5.49
10372,POS消费,地点1673,淋浴,2014/06/08 20:35:35,0.4,5.09
10372,POS消费,地点91,校车,2014/06/09 17:58:35,4.6,5.49
10372,POS消费,地点21,开水,2014/06/09 17:58:48,2.0,3.49
10372,圈存转账,,,2014/06/09 17:59:49,5.0,10.09
10372,POS消费,地点21,开水,2014/06/09 17:59:49,1.8,1.69
10372,POS消费,地点1673,淋浴,2014/06/10 01:01:48,0.4,1.29
10372,圈存转账,,,2014/06/10 16:49:55,100.0,101.29
10372,POS消费,地点232,食堂,2014/06/10 16:52:15,1.8,99.49
10372,POS消费,地点6,淋浴,2014/06/10 16:52:29,12.0,87.49
10372,POS消费,地点91,校车,2014/06/10 16:55:10,2.5,81.99
10372,POS消费,地点27,教务处,2014/06/10 16:55:34,3.0,84.49
10372,POS消费,地点21,开水,2014/06/10 17:05:50,3.6,78.39
10372,POS消费,地点1673,淋浴,2014/06/10 23:26:08,0.5,77.89
10372,POS消费,地点1673,淋浴,2014/06/10 23:33:03,0.1,77.79
10372,POS消费,地点21,开水,2014/06/11 11:47:43,4.6,73.19
10372,POS消费,地点21,开水,2014/06/11 11:48:00,2.0,71.19
10372,POS消费,地点21,开水,2014/06/11 11:49:10,2.0,69.19
10372,POS消费,地点21,开水,2014/06/11 11:49:30,1.0,68.19
10372,POS消费,地点21,开水,2014/06/11 15:30:57,3.0,65.19
10372,POS消费,地点91,校车,2014/06/11 18:17:42,5.4,59.79
10372,POS消费,地点21,开水,2014/06/11 18:17:59,3.6,56.19
10372,POS消费,地点26,图书馆,2014/06/11 18:19:30,1.0,55.19
10372,POS消费,地点21,开水,2014/06/11 21:53:56,1.9,53.29
10372,POS消费,地点91,校车,2014/06/11 22:35:09,3.0,50.29
10372,POS消费,地点91,校车,2014/06/11 22:35:13,1.0,49.29
10372,POS消费,地点21,开水,2014/06/11 22:35:33,7.0,42.29
10372,POS消费,地点1673,淋浴,2014/06/11 22:47:00,0.5,41.79
10372,POS消费,地点21,开水,2014/06/12 10:25:22,1.83,39.96
10372,POS消费,地点232,食堂,2014/06/12 18:17:36,4.0,31.86
10372,POS消费,地点21,开水,2014/06/12 18:17:44,4.1,35.86
10372,POS消费,地点21,开水,2014/06/12 18:18:47,1.8,30.06
10372,POS消费,地点1673,淋浴,2014/06/13 00:25:42,0.4,29.66
10372,POS消费,地点21,开水,2014/06/13 08:14:46,2.83,26.83
10372,POS消费,地点21,开水,2014/06/13 11:52:21,2.42,24.41
10372,圈存转账,,,2014/06/13 17:16:44,120.0,144.41
10372,POS消费,地点21,开水,2014/06/13 17:21:12,1.8,142.61
10372,POS消费,地点26,图书馆,2014/06/13 17:22:10,10.0,132.61
10372,POS消费,地点232,食堂,2014/06/13 17:26:03,5.7,126.91
10372,POS消费,地点248,超市,2014/06/13 17:45:58,4.4,122.51
10372,POS消费,地点21,开水,2014/06/13 21:51:57,15.1,107.41
10372,POS消费,地点21,开水,2014/06/13 22:13:44,4.0,103.41
10372,POS消费,地点21,开水,2014/06/13 22:19:18,4.0,99.41
10372,POS消费,地点248,超市,2014/06/14 14:40:31,7.8,91.61
10372,POS消费,地点91,校车,2014/06/14 17:38:34,9.0,82.61
10372,POS消费,地点26,图书馆,2014/06/14 17:41:51,3.0,79.61
10372,POS消费,地点21,开水,2014/06/14 17:51:20,1.8,77.81
10372,POS消费,地点1673,淋浴,2014/06/14 23:06:59,0.4,77.41
10372,POS消费,地点21,开水,2014/06/15 15:02:58,5.0,72.41
10372,POS消费,地点21,开水,2014/06/15 21:53:50,4.0,68.41
10372,POS消费,地点1673,淋浴,2014/06/15 23:20:57,0.4,68.01
10372,POS消费,地点6,淋浴,2014/06/16 17:02:16,7.6,60.41
10372,POS消费,地点12,文印中心,2014/06/16 17:04:22,1.0,56.41
10372,POS消费,地点26,图书馆,2014/06/16 17:05:35,1.8,54.61
10372,POS消费,地点26,图书馆,2014/06/16 17:06:15,3.0,57.41
10372,POS消费,地点21,开水,2014/06/16 17:19:13,1.8,52.81
10372,POS消费,地点21,开水,2014/06/16 21:35:23,4.0,48.81
10372,POS消费,地点21,开水,2014/06/17 07:34:31,1.83,46.98
10372,POS消费,地点21,开水,2014/06/17 07:34:47,2.2,44.78
10372,POS消费,地点21,开水,2014/06/17 18:44:11,4.6,40.18
10372,POS消费,地点21,开水,2014/06/17 18:44:34,4.0,36.18
10372,POS消费,地点21,开水,2014/06/17 18:45:10,3.0,33.18
10372,POS消费,地点1673,淋浴,2014/06/17 22:52:38,0.5,32.68
10372,POS消费,地点21,开水,2014/06/18 10:11:40,2.6,30.08
10372,POS消费,地点91,校车,2014/06/18 10:42:23,4.6,25.48
10372,POS消费,地点232,食堂,2014/06/18 10:43:18,4.5,20.98
10372,POS消费,地点21,开水,2014/06/18 10:43:50,1.8,19.18
10372,POS消费,地点21,开水,2014/06/18 21:47:15,4.0,15.18
10372,POS消费,地点21,开水,2014/06/18 21:48:13,10.0,5.18
10372,POS消费,地点1673,淋浴,2014/06/19 00:51:10,0.1,5.08
10372,POS消费,地点1673,淋浴,2014/06/19 00:51:31,0.1,4.98
10372,POS消费,地点21,开水,2014/06/19 07:33:54,2.2,2.78
10372,POS消费,地点1673,淋浴,2014/06/19 23:33:28,0.4,2.38
10372,圈存转账,,,2014/06/20 15:56:58,10.0,12.38
10372,POS消费,地点21,开水,2014/06/20 21:34:57,4.4,7.98
10372,POS消费,地点21,开水,2014/06/20 21:43:03,4.0,3.98
10372,POS消费,地点1673,淋浴,2014/06/22 13:55:11,0.7,3.28
10372,POS消费,地点21,开水,2014/06/23 18:43:15,1.8,51.48
10372,圈存转账,,,2014/06/23 18:43:38,50.0,53.28
10372,POS消费,地点21,开水,2014/06/23 18:44:35,3.0,48.48
10372,POS消费,地点21,开水,2014/06/23 18:44:51,3.3,45.18
10372,POS消费,地点21,开水,2014/06/23 22:40:33,10.0,35.18
10372,POS消费,地点1673,淋浴,2014/06/23 23:58:54,0.4,34.78
10372,POS消费,地点6,淋浴,2014/06/24 16:57:11,8.5,26.28
10372,POS消费,地点21,开水,2014/06/24 17:00:47,5.6,20.68
10372,POS消费,地点21,开水,2014/06/24 17:01:19,1.8,18.88
10372,POS消费,地点6,淋浴,2014/06/24 17:12:31,0.5,18.38
10372,POS消费,地点1673,淋浴,2014/06/25 23:50:42,0.3,18.08
10372,POS消费,地点91,校车,2014/06/26 18:11:58,2.5,15.58
10372,POS消费,地点21,开水,2014/06/26 18:12:52,1.2,14.38
10372,POS消费,地点232,食堂,2014/06/26 18:13:06,1.8,12.58
10372,POS消费,地点21,开水,2014/06/26 20:49:45,4.0,8.58
10372,POS消费,地点1673,淋浴,2014/06/26 23:42:46,0.3,8.28
10372,POS消费,地点21,开水,2014/06/27 14:51:43,2.0,6.28
10372,圈存转账,,,2014/06/27 17:23:25,100.0,106.28
10372,POS消费,地点91,校车,2014/06/27 17:23:43,2.5,103.78
10372,POS消费,地点232,食堂,2014/06/27 17:23:52,3.5,100.28
10372,POS消费,地点21,开水,2014/06/27 17:24:26,0.65,95.63
10372,POS消费,地点232,食堂,2014/06/27 17:24:44,4.0,96.28
10372,POS消费,地点232,食堂,2014/06/27 17:26:50,1.8,93.83
10372,POS消费,地点21,开水,2014/06/27 17:37:33,3.4,90.43
10372,POS消费,地点1673,淋浴,2014/06/27 23:22:07,0.4,90.03
10372,POS消费,地点21,开水,2014/06/28 12:13:05,4.6,85.43
10372,POS消费,地点21,开水,2014/06/28 12:13:29,2.0,83.43
10372,POS消费,地点21,开水,2014/06/28 12:14:06,1.8,81.63
10372,POS消费,地点21,开水,2014/06/28 12:23:55,6.5,75.13
10372,POS消费,地点6,淋浴,2014/06/28 17:26:53,7.6,67.53
10372,POS消费,地点26,图书馆,2014/06/28 17:28:34,3.0,64.53
10372,POS消费,地点26,图书馆,2014/06/28 17:29:11,1.8,62.73
10372,POS消费,地点91,校车,2014/06/28 17:39:53,0.2,62.53
10372,POS消费,地点21,开水,2014/06/28 21:42:54,4.0,58.53
10372,POS消费,地点1673,淋浴,2014/06/28 23:47:47,0.3,58.23
10372,POS消费,地点21,开水,2014/06/29 11:51:46,3.1,55.13
10372,POS消费,地点21,开水,2014/06/29 11:52:52,4.0,51.13
10372,POS消费,地点232,食堂,2014/06/29 11:53:34,1.5,49.63
10372,POS消费,地点21,开水,2014/06/29 11:54:03,4.0,45.63
10372,POS消费,地点21,开水,2014/06/29 12:05:57,1.23,44.4
10372,POS消费,地点91,校车,2014/06/29 17:19:41,2.6,41.8
10372,POS消费,地点21,开水,2014/06/29 17:19:57,4.0,37.8
10372,POS消费,地点21,开水,2014/06/29 17:21:13,5.0,32.8
10372,POS消费,地点21,开水,2014/06/29 17:22:10,1.8,31.0
10372,POS消费,地点26,图书馆,2014/06/29 17:34:18,3.0,28.0
10372,POS消费,地点1673,淋浴,2014/06/30 00:29:56,0.1,27.9
10372,POS消费,地点1673,淋浴,2014/06/30 00:30:17,0.1,27.8
10372,POS消费,地点21,开水,2014/06/30 12:02:11,9.0,18.8
10372,POS消费,地点6,淋浴,2014/06/30 18:13:58,7.6,11.2
10372,POS消费,地点26,图书馆,2014/06/30 18:16:21,3.0,8.2
10372,POS消费,地点26,图书馆,2014/06/30 18:16:39,1.8,6.4
10372,POS消费,地点6,淋浴,2014/06/30 18:23:34,0.2,6.2
10372,POS消费,地点26,图书馆,2014/06/30 18:27:46,1.8,4.4
10372,POS消费,地点1673,淋浴,2014/06/30 22:45:58,0.5,3.9
10372,圈存转账,,,2014/07/01 11:38:06,60.0,63.9
10372,POS消费,地点21,开水,2014/07/01 11:38:12,3.1,60.8
10372,POS消费,地点21,开水,2014/07/01 11:40:19,1.8,55.0
10372,POS消费,地点21,开水,2014/07/01 11:41:00,4.0,56.8
10372,POS消费,地点21,开水,2014/07/01 14:05:31,1.0,54.0
10372,POS消费,地点91,校车,2014/07/01 17:51:33,6.0,48.0
10372,POS消费,地点91,校车,2014/07/01 17:57:37,8.0,40.0
10372,POS消费,地点26,图书馆,2014/07/01 17:58:53,3.0,37.0
10372,POS消费,地点1673,淋浴,2014/07/01 18:23:26,0.6,36.4
10372,POS消费,地点21,开水,2014/07/02 13:32:58,10.2,26.2
10372,POS消费,地点91,校车,2014/07/02 17:23:46,2.6,23.6
10372,POS消费,地点21,开水,2014/07/02 17:24:00,5.0,18.6
10372,POS消费,地点91,校车,2014/07/02 17:24:24,4.0,14.6
10372,POS消费,地点21,开水,2014/07/02 17:24:44,1.8,12.8
10372,POS消费,地点21,开水,2014/07/02 17:37:58,1.0,11.8
10372,POS消费,地点1673,淋浴,2014/07/02 23:09:16,0.3,11.5
10372,POS消费,地点21,开水,2014/07/03 09:47:45,1.83,49.67
10372,圈存转账,,,2014/07/03 09:49:00,40.0,51.5
10372,POS消费,地点21,开水,2014/07/03 09:49:56,2.8,46.87
10372,POS消费,地点91,校车,2014/07/03 13:59:14,7.0,39.87
10372,POS消费,地点91,校车,2014/07/03 14:01:16,1.5,38.37
10372,POS消费,地点21,开水,2014/07/03 16:55:22,4.0,34.37
10372,POS消费,地点21,开水,2014/07/03 16:55:32,0.5,33.87
10372,POS消费,地点21,开水,2014/07/03 16:55:44,1.4,32.47
10372,POS消费,地点21,开水,2014/07/03 21:47:16,15.0,17.47
10372,POS消费,地点21,开水,2014/07/03 22:07:36,3.0,14.47
10372,POS消费,地点1673,淋浴,2014/07/03 23:28:40,0.3,14.17
10372,POS消费,地点21,开水,2014/07/04 08:57:22,2.5,11.67
10372,POS消费,地点232,食堂,2014/07/04 11:17:59,10.0,101.67
10372,POS消费,地点232,食堂,2014/07/04 11:18:10,2.0,99.67
10372,POS消费,地点21,开水,2014/07/04 11:18:47,1.8,97.87
10372,圈存转账,,,2014/07/04 11:19:02,100.0,111.67
10372,POS消费,地点1673,淋浴,2014/07/04 14:42:12,0.2,97.67
10372,POS消费,地点91,校车,2014/07/04 16:57:28,10.0,87.67
10372,POS消费,地点21,开水,2014/07/04 16:58:05,2.9,84.77
10372,POS消费,地点21,开水,2014/07/04 17:06:06,0.5,84.27
10372,POS消费,地点21,开水,2014/07/04 22:18:54,8.0,76.27
10372,POS消费,地点1673,淋浴,2014/07/04 23:29:18,0.4,75.87
10372,POS消费,地点232,食堂,2014/07/05 12:20:33,10.0,65.87
10372,POS消费,地点21,开水,2014/07/05 12:21:00,1.5,64.37
10372,POS消费,地点21,开水,2014/07/05 12:22:17,1.8,62.57
10372,POS消费,地点21,开水,2014/07/05 12:30:23,1.8,60.77
10372,POS消费,地点1673,淋浴,2014/07/05 19:20:12,0.1,60.67
10372,POS消费,地点1673,淋浴,2014/07/05 23:43:31,0.5,60.17
10372,POS消费,地点232,食堂,2014/07/06 12:00:31,7.0,53.17
10372,POS消费,地点232,食堂,2014/07/06 12:00:40,0.5,52.67
10372,POS消费,地点21,开水,2014/07/06 12:01:42,3.0,49.67
10372,POS消费,地点91,校车,2014/07/06 17:42:25,5.9,43.77
10372,POS消费,地点21,开水,2014/07/06 17:42:55,2.0,41.77
10372,POS消费,地点21,开水,2014/07/06 17:44:59,3.5,38.27
10372,POS消费,地点21,开水,2014/07/06 17:46:50,1.5,36.77
